<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
NVL,20170815,46.95,47.56,46.57,47.33,1932420
NVL,20170814,47.71,47.71,46.41,46.95,1278550
NVL,20170811,49.08,49.08,47.71,48.09,1638060
NVL,20170810,49.85,49.85,48.85,49.08,1631360
NVL,20170809,50.23,50.23,49.92,50.00,1844830
NVL,20170808,50.84,50.84,50.08,50.23,1296740
NVL,20170807,51.37,51.37,50.53,50.92,1841370
NVL,20170804,51.15,51.38,50.99,51.37,1917370
NVL,20170803,51.30,51.30,51.07,51.30,1550450
NVL,20170802,51.45,51.45,51.07,51.30,1723920
NVL,20170801,51.45,51.53,51.15,51.53,1632380
NVL,20170731,50.84,51.53,50.31,51.53,1850840
NVL,20170728,51.53,51.53,50.77,50.84,1620480
NVL,20170727,51.83,51.83,51.45,51.53,1624760
NVL,20170726,51.91,51.91,51.68,51.83,1162490
NVL,20170725,51.91,51.99,51.53,51.91,1518970
NVL,20170724,51.91,51.91,51.53,51.91,1293080
NVL,20170721,51.37,51.90,51.22,51.91,1395280
NVL,20170720,51.45,51.45,50.99,51.37,754380
NVL,20170719,51.68,51.84,51.45,51.45,1152100
NVL,20170718,51.91,51.91,51.22,51.76,1519340
NVL,20170717,52.06,52.59,51.30,51.91,1131670
NVL,20170714,51.53,52.06,51.38,52.06,786460
NVL,20170713,51.45,51.53,51.14,51.53,2237040
NVL,20170712,51.45,51.53,50.99,51.45,2234130
NVL,20170711,51.30,51.45,50.99,51.45,727830
NVL,20170710,51.45,51.45,50.84,51.30,429740
NVL,20170707,51.60,51.60,51.07,51.45,1130420
NVL,20170706,51.98,51.98,51.52,51.60,1124180
NVL,20170705,51.91,51.99,51.68,51.98,1097780
NVL,20170704,51.91,51.91,51.60,51.91,1133680
NVL,20170703,51.91,52.22,51.83,51.91,990540
NVL,20170630,51.91,51.91,51.60,51.91,976890
