<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRE,20180628,31.24,31.32,30.21,30.21,750120
VRE,20180627,32.27,32.27,31.48,31.48,445810
VRE,20180626,31.72,32.27,31.48,32.27,833120
VRE,20180625,33.31,33.31,32.35,32.35,725800
VRE,20180622,30.13,31.72,30.13,31.72,2029080
VRE,20180621,32.19,32.19,30.52,30.53,1564770
VRE,20180620,32.51,32.51,31.64,32.19,1244080
VRE,20180619,32.51,33.30,31.36,31.64,2291390
VRE,20180618,35.36,35.60,33.30,33.30,653810
VRE,20180615,34.89,35.69,34.81,35.68,3948110
VRE,20180614,36.00,36.00,35.28,35.29,658980
VRE,20180613,35.29,35.69,35.05,35.68,703960
VRE,20180612,35.36,35.80,34.89,35.29,1835490
VRE,20180611,35.29,36.48,35.29,35.76,1700470
VRE,20180608,35.60,35.84,35.05,35.29,1029530
VRE,20180607,36.08,36.87,35.68,35.68,1577590
VRE,20180606,36.16,36.32,35.56,35.92,862170
VRE,20180605,36.16,36.68,35.76,35.92,770010
VRE,20180604,36.08,36.32,35.45,36.16,1301620
VRE,20180601,34.66,36.04,34.22,36.04,2668090
VRE,20180531,32.74,34.41,32.74,34.10,1631960
VRE,20180530,33.94,34.10,32.99,33.30,1113380
VRE,20180529,31.09,34.18,31.09,34.10,1616060
VRE,20180528,31.24,31.95,30.21,31.96,4710840
VRE,20180525,34.73,34.81,32.15,32.43,2872130
VRE,20180524,34.81,35.28,34.41,34.57,2242270
VRE,20180523,34.10,34.50,32.91,34.49,2004030
VRE,20180522,35.12,35.68,33.62,34.10,2855940
VRE,20180521,37.03,37.27,35.36,35.36,2166530
VRE,20180518,37.19,37.19,36.08,37.03,1740510
VRE,20180517,36.48,37.27,36.32,36.48,1723590
VRE,20180516,37.98,37.98,36.47,36.48,1437910
VRE,20180515,38.85,38.93,37.90,37.98,2182670
VRE,20180514,36.56,38.74,36.32,38.73,2378110
VRE,20180511,35.28,36.39,35.28,36.24,858310
VRE,20180510,35.76,35.84,35.13,35.76,1532550
VRE,20180509,36.48,36.48,35.76,35.76,801110
VRE,20180508,37.11,37.19,36.32,36.32,993570
VRE,20180507,37.23,37.23,36.95,37.11,1779760
VRE,20180504,36.87,37.42,36.15,37.07,1853480
VRE,20180503,36.71,37.66,35.52,36.71,7397000
VRE,20180502,37.19,37.27,35.52,36.71,5343670
VRE,20180427,36.64,37.11,36.00,36.71,1568390
VRE,20180426,38.10,38.10,35.60,36.08,2559440
VRE,20180424,35.52,38.30,35.45,38.06,1978120
VRE,20180423,38.46,38.54,35.68,36.08,1661040
VRE,20180420,37.11,38.06,36.87,38.06,1434640
VRE,20180419,38.22,38.77,37.11,37.11,2471560
VRE,20180418,39.81,40.05,38.06,38.06,2055070
VRE,20180417,40.20,40.44,39.61,39.65,1233470
VRE,20180416,39.80,40.60,39.57,40.20,665980
VRE,20180413,41.47,41.55,40.28,40.28,789100
VRE,20180412,40.44,41.63,40.20,41.07,2250890
VRE,20180411,42.03,42.03,40.44,40.44,2465650
VRE,20180410,42.42,42.82,41.71,42.03,2853710
