<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ROS,20170927,87.58,88.33,87.50,88.08,3415970
ROS,20170926,100.75,100.75,93.25,94.08,3463810
ROS,20170925,100.83,101.67,99.75,100.25,3225110
ROS,20170922,100.33,107.25,100.33,107.25,2790300
ROS,20170921,99.75,100.34,99.75,100.25,2604930
ROS,20170920,99.25,99.75,99.16,99.67,2992110
ROS,20170919,98.34,99.17,98.25,99.08,3415820
ROS,20170918,97.58,98.25,97.58,98.17,2283900
ROS,20170915,96.83,97.58,96.83,97.50,2891750
ROS,20170914,96.00,96.83,95.91,96.75,4099560
ROS,20170913,95.08,95.92,95.08,95.83,4035270
ROS,20170912,100.50,100.67,93.67,95.00,5409030
ROS,20170911,99.67,100.50,99.50,100.42,4027810
ROS,20170908,99.25,99.50,98.66,99.42,3018400
ROS,20170907,97.58,98.66,97.41,98.58,4118250
ROS,20170906,95.84,97.42,95.75,97.33,5061330
ROS,20170905,94.42,95.75,94.25,95.67,3534560
ROS,20170901,93.33,94.25,92.58,94.17,3651680
ROS,20170831,91.16,92.58,90.91,92.50,4976650
ROS,20170830,88.50,90.83,88.41,90.83,2679840
ROS,20170829,88.33,88.41,87.41,88.33,3166570
ROS,20170828,82.25,87.34,81.75,87.33,4773500
ROS,20170825,80.84,81.75,80.50,81.67,2793180
ROS,20170824,79.50,80.50,79.50,80.42,2364320
ROS,20170823,78.91,79.41,78.91,79.42,2332030
ROS,20170822,78.41,78.83,78.41,78.83,2494260
ROS,20170821,78.09,78.42,78.00,78.33,3450380
ROS,20170818,77.58,77.92,77.58,77.92,2382220
ROS,20170817,77.16,77.58,77.16,77.50,2196940
ROS,20170816,76.75,77.17,76.75,77.08,2369550
ROS,20170815,76.42,76.75,76.33,76.67,2022680
ROS,20170814,75.91,76.33,75.91,76.25,2151170
ROS,20170811,75.59,75.92,75.50,75.83,2856030
ROS,20170810,75.00,75.84,75.00,75.42,3491010
ROS,20170809,78.92,79.25,78.83,79.17,3626210
ROS,20170808,78.75,78.83,78.41,78.75,2269970
ROS,20170807,78.00,78.42,78.00,78.33,2270410
ROS,20170804,77.58,78.00,77.58,77.92,2658490
ROS,20170803,77.25,77.66,77.16,77.50,2437760
ROS,20170802,76.92,77.17,76.75,77.08,2645090
ROS,20170801,76.33,76.75,76.33,76.67,2116560
ROS,20170731,75.91,76.33,75.91,76.25,2310510
ROS,20170728,75.75,75.92,75.50,75.83,2505620
ROS,20170727,75.08,75.50,75.08,75.42,2863690
ROS,20170726,74.91,75.08,74.66,75.00,2601560
ROS,20170725,74.25,74.67,74.25,74.58,2402410
ROS,20170724,73.83,74.25,73.83,74.17,2840890
ROS,20170721,73.41,73.83,73.41,73.75,2390070
ROS,20170720,73.00,73.42,73.00,73.33,2310580
ROS,20170719,73.08,73.08,72.58,72.92,2294720
ROS,20170718,72.08,72.58,72.08,72.50,2310920
ROS,20170717,71.50,71.92,71.50,71.83,2851140
ROS,20170714,71.00,71.33,70.91,71.25,2134600
ROS,20170713,70.50,70.92,70.50,70.83,2002460
ROS,20170712,70.25,70.50,70.08,70.42,2216020
ROS,20170711,69.66,70.08,69.66,70.00,2124580
ROS,20170710,69.25,69.67,69.25,69.58,2924590
ROS,20170707,69.17,69.25,68.83,69.17,2644130
ROS,20170706,68.58,68.83,68.41,68.75,2002760
ROS,20170705,68.00,68.42,68.00,68.33,2134240
ROS,20170704,69.00,69.00,67.42,67.92,2557630
ROS,20170703,67.13,67.50,67.13,67.42,2202300
